"Kernel Name","void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_16x5_nn_align4>(T1::Params)",
"Address","Source","Instructions Executed","Predicated-On Thread Instructions Executed"
"0x782ae6305170","@P2   LDG.E.LTC128B.128 R140, [R26.64+UR8]","0","0"
"0x782ae6305180","      IADD3 R30, P2, R24, UR6, RZ","0","0"
"0x782ae6305190","      IADD3.X R31, R25, UR7, RZ, P2, !PT","0","0"
"0x782ae63051a0","      ISETP.LT.AND P2, PT, R36, c[0x0][0x160], P0","0","0"
"0x782ae63051b0","@P3   LDG.E.LTC128B.128 R136, [R30]","0","0"
"0x782ae63051c0","@P2   LDG.E.LTC128B.128 R132, [R24.64+UR8]","0","0"
"0x782ae63051d0","      IADD3 R20, P2, R28, c[0x0][0x238], RZ","0","0"
"0x782ae63051e0","      ISETP.LT.AND P3, PT, R12, c[0x0][0x160], P4","0","0"
"0x782ae63051f0","      BAR.SYNC.DEFER_BLOCKING 0x0","0","0"
"0x782ae6305200","      IADD3.X R21, R29, c[0x0][0x23c], RZ, P2, !PT","0","0"
"0x782ae6305210","      ISETP.LT.AND P2, PT, R12, c[0x0][0x160], P5","0","0"
"0x782ae6305220","      STS.64 [R2.X8], R66","0","0"
"0x782ae6305230","      STS.64 [R2.X8+0x20], R62","0","0"
"0x782ae6305240","      STS.64 [R2.X8+0x40], R58","0","0"
"0x782ae6305250","      STS.64 [R2.X8+0x60], R54","0","0"
"0x782ae6305260","      STS.64 [R2.X8+0x80], R50","0","0"
"0x782ae6305270","      STS.64 [R2.X8+0xa0], R46","0","0"
"0x782ae6305280","      STS.64 [R2.X8+0xc0], R42","0","0"
"0x782ae6305290","      STS.64 [R2.X8+0xe0], R38","0","0"
"0x782ae63052a0","      BAR.SYNC.DEFER_BLOCKING 0x0","0","0"
"0x782ae63052b0","      LDS.128 R8, [R3]","0","0"
"0x782ae63052c0","      LDS.128 R4, [R3+0x100]","0","0"
"0x782ae63052d0","      LDS.128 R16, [R3+0x440]","0","0"
"0x782ae63052e0","      FMUL R13, R144, R167","0","0"
"0x782ae63052f0","      FMUL R38, R145, R167","0","0"
"0x782ae6305300","      FFMA R8, R8, R166, R13","0","0"
"0x782ae6305310","      LDS.128 R12, [R3+0x540]","0","0"
"0x782ae6305320","      FMUL R26, R147, R167","0","0"
"0x782ae6305330","      FMUL R23, R146, R167","0","0"
"0x782ae6305340","      FMNMX R8, R8, R165, !PT","0","0"
"0x782ae6305350","      FFMA R38, R9, R166, R38","0","0"
"0x782ae6305360","      FFMA R26, R11, R166, R26","0","0"
"0x782ae6305370","      FFMA R10, R10, R166, R23","0","0"
"0x782ae6305380","      FMUL R11, R140, R167","0","0"
"0x782ae6305390","      FMUL R24, R141, R167","0","0"
"0x782ae63053a0","      FMNMX R10, R10, R165, !PT","0","0"
"0x782ae63053b0","      FMUL R9, R142, R167","0","0"
"0x782ae63053c0","      FMUL R22, R143, R167","0","0"
"0x782ae63053d0","      FFMA R4, R4, R166, R11","0","0"
"0x782ae63053e0","      FMNMX R11, R26, R165, !PT","0","0"
"0x782ae63053f0","      FFMA R24, R5, R166, R24","0","0"
"0x782ae6305400","      FFMA R6, R6, R166, R9","0","0"
"0x782ae6305410","      FMNMX R9, R38, R165, !PT","0","0"
"0x782ae6305420","      FFMA R22, R7, R166, R22","0","0"
"0x782ae6305430","      FMNMX R4, R4, R165, !PT","0","0"
"0x782ae6305440","      FMUL R37, R136, R167","0","0"
"0x782ae6305450","      FMNMX R5, R24, R165, !PT","0","0"
"0x782ae6305460","@P3   STG.E.128 [R20], R8","0","0"
"0x782ae6305470","      FMNMX R6, R6, R165, !PT","0","0"
"0x782ae6305480","      FMUL R27, R138, R167","0","0"
"0x782ae6305490","      FMNMX R7, R22, R165, !PT","0","0"
"0x782ae63054a0","      FMUL R24, R137, R167","0","0"
"0x782ae63054b0","      IADD3 R22, P3, R32, c[0x0][0x238], RZ","0","0"
"0x782ae63054c0","      FMUL R25, R139, R167","0","0"
"0x782ae63054d0","@P2   STG.E.128 [R28.64+UR4], R4","0","0"
"0x782ae63054e0","      FFMA R26, R16, R166, R37","0","0"
"0x782ae63054f0","      ISETP.LT.AND P2, PT, R36, c[0x0][0x160], P4","0","0"
"0x782ae6305500","      FMUL R16, R133, R167","0","0"
"0x782ae6305510","      IADD3.X R23, R33, c[0x0][0x23c], RZ, P3, !PT","0","0"
"0x782ae6305520","      FFMA R24, R17, R166, R24","0","0"
"0x782ae6305530","      ISETP.LT.AND P3, PT, R36, c[0x0][0x160], P5","0","0"
"0x782ae6305540","      FFMA R16, R13, R166, R16","0","0"
"0x782ae6305550","      FMUL R9, R132, R167","0","0"
"0x782ae6305560","      FMNMX R8, R26, R165, !PT","0","0"
"0x782ae6305570","      FFMA R10, R18, R166, R27","0","0"
"0x782ae6305580","      FFMA R18, R19, R166, R25","0","0"
"0x782ae6305590","      FMNMX R10, R10, R165, !PT","0","0"
"0x782ae63055a0","      FMUL R7, R134, R167","0","0"
"0x782ae63055b0","      FMNMX R11, R18, R165, !PT","0","0"
"0x782ae63055c0","      FMUL R5, R135, R167","0","0"
"0x782ae63055d0","      FFMA R4, R12, R166, R9","0","0"
"0x782ae63055e0","      FMNMX R9, R24, R165, !PT","0","0"
"0x782ae63055f0","      FFMA R6, R14, R166, R7","0","0"
"0x782ae6305600","      FFMA R12, R15, R166, R5","0","0"
"0x782ae6305610","      FMNMX R4, R4, R165, !PT","0","0"
"0x782ae6305620","@P2   STG.E.128 [R22], R8","0","0"
"0x782ae6305630","      FMNMX R5, R16, R165, !PT","0","0"
"0x782ae6305640","      FMNMX R6, R6, R165, !PT","0","0"
"0x782ae6305650","      FMNMX R7, R12, R165, !PT","0","0"
"0x782ae6305660","      IADD3 R12, R164, 0x20, RZ","0","0"
"0x782ae6305670","      IADD3 R24, P2, R34, UR6, RZ","0","0"
"0x782ae6305680","@P3   STG.E.128 [R32.64+UR4], R4","0","0"
"0x782ae6305690","      ISETP.LT.AND P3, PT, R12, c[0x0][0x160], P1","0","0"
"0x782ae63056a0","      IADD3.X R25, R35, UR7, RZ, P2, !PT","0","0"
"0x782ae63056b0","      ISETP.LT.AND P2, PT, R12, c[0x0][0x160], P0","0","0"
"0x782ae63056c0","@P3   LDG.E.LTC128B.128 R144, [R24]","0","0"
"0x782ae63056d0","@P2   LDG.E.LTC128B.128 R140, [R34.64+UR8]","0","0"
"0x782ae63056e0","      IADD3 R26, P2, R30, UR6, RZ","0","0"
"0x782ae63056f0","      IADD3.X R27, R31, UR7, RZ, P2, !PT","0","0"
"0x782ae6305700","      IADD3 R32, R164, 0x22, RZ","0","0"
"0x782ae6305710","      ISETP.LT.AND P3, PT, R32, c[0x0][0x160], P1","0","0"
"0x782ae6305720","      ISETP.LT.AND P2, PT, R32, c[0x0][0x160], P0","0","0"
"0x782ae6305730","@P3   LDG.E.LTC128B.128 R136, [R26]","0","0"
"0x782ae6305740","@P2   LDG.E.LTC128B.128 R132, [R30.64+UR8]","0","0"
"0x782ae6305750","      IADD3 R28, P3, R20, c[0x0][0x238], RZ","0","0"
"0x782ae6305760","      ISETP.LT.AND P2, PT, R12, c[0x0][0x160], P4","0","0"
"0x782ae6305770","      BAR.SYNC.DEFER_BLOCKING 0x0","0","0"
"0x782ae6305780","      IADD3.X R29, R21, c[0x0][0x23c], RZ, P3, !PT","0","0"
"0x782ae6305790","      ISETP.LT.AND P3, PT, R12, c[0x0][0x160], P5","0","0"
"0x782ae63057a0","      STS.64 [R2.X8], R68","0","0"
"0x782ae63057b0","      STS.64 [R2.X8+0x20], R72","0","0"
"0x782ae63057c0","      STS.64 [R2.X8+0x40], R76","0","0"
"0x782ae63057d0","      STS.64 [R2.X8+0x60], R80","0","0"
"0x782ae63057e0","      STS.64 [R2.X8+0x80], R84","0","0"
"0x782ae63057f0","      STS.64 [R2.X8+0xa0], R88","0","0"
"0x782ae6305800","      STS.64 [R2.X8+0xc0], R92","0","0"
"0x782ae6305810","      STS.64 [R2.X8+0xe0], R96","0","0"
"0x782ae6305820","      BAR.SYNC.DEFER_BLOCKING 0x0","0","0"
"0x782ae6305830","      LDS.128 R8, [R3]","0","0"
"0x782ae6305840","      LDS.128 R4, [R3+0x100]","0","0"
"0x782ae6305850","      LDS.128 R16, [R3+0x440]","0","0"
"0x782ae6305860","      FMUL R13, R144, R167","0","0"
"0x782ae6305870","      FMUL R38, R145, R167","0","0"
"0x782ae6305880","      FFMA R8, R8, R166, R13","0","0"
"0x782ae6305890","      LDS.128 R12, [R3+0x540]","0","0"
"0x782ae63058a0","      FMUL R36, R147, R167","0","0"
"0x782ae63058b0","      FMUL R31, R146, R167","0","0"
"0x782ae63058c0","      FMNMX R8, R8, R165, !PT","0","0"
"0x782ae63058d0","      FFMA R38, R9, R166, R38","0","0"
"0x782ae63058e0","      FFMA R36, R11, R166, R36","0","0"
"0x782ae63058f0","      FFMA R10, R10, R166, R31","0","0"
"0x782ae6305900","      FMUL R11, R140, R167","0","0"
"0x782ae6305910","      FMUL R9, R142, R167","0","0"
"0x782ae6305920","      FMNMX R10, R10, R165, !PT","0","0"
"0x782ae6305930","      FMUL R34, R141, R167","0","0"
"0x782ae6305940","      FMUL R30, R143, R167","0","0"
"0x782ae6305950","      FFMA R4, R4, R166, R11","0","0"
"0x782ae6305960","      FMNMX R11, R36, R165, !PT","0","0"
"0x782ae6305970","      FFMA R6, R6, R166, R9","0","0"
"0x782ae6305980","      FMNMX R9, R38, R165, !PT","0","0"
"0x782ae6305990","      FFMA R34, R5, R166, R34","0","0"
"0x782ae63059a0","      FMNMX R4, R4, R165, !PT","0","0"
"0x782ae63059b0","      FFMA R30, R7, R166, R30","0","0"
"0x782ae63059c0","      FMNMX R6, R6, R165, !PT","0","0"
"0x782ae63059d0","@P2   STG.E.128 [R28], R8","0","0"
"0x782ae63059e0","      FMNMX R5, R34, R165, !PT","0","0"
"0x782ae63059f0","      FMNMX R7, R30, R165, !PT","0","0"
"0x782ae6305a00","      FMUL R37, R136, R167","0","0"
"0x782ae6305a10","      IADD3 R30, P2, R22, c[0x0][0x238], RZ","0","0"
"0x782ae6305a20","      FMUL R35, R138, R167","0","0"
"0x782ae6305a30","@P3   STG.E.128 [R20.64+UR4], R4","0","0"
"0x782ae6305a40","      IADD3.X R31, R23, c[0x0][0x23c], RZ, P2, !PT","0","0"
"0x782ae6305a50","      FMUL R33, R139, R167","0","0"
"0x782ae6305a60","      ISETP.LT.AND P3, PT, R32, c[0x0][0x160], P4","0","0"
"0x782ae6305a70","      FFMA R34, R16, R166, R37","0","0"
"0x782ae6305a80","      ISETP.LT.AND P2, PT, R32, c[0x0][0x160], P5","0","0"
"0x782ae6305a90","      FMUL R32, R137, R167","0","0"
"0x782ae6305aa0","      FMUL R16, R133, R167","0","0"
"0x782ae6305ab0","      FFMA R32, R17, R166, R32","0","0"
"0x782ae6305ac0","      FFMA R16, R13, R166, R16","0","0"
"0x782ae6305ad0","      FFMA R10, R18, R166, R35","0","0"
"0x782ae6305ae0","      FMNMX R8, R34, R165, !PT","0","0"
"0x782ae6305af0","      FFMA R18, R19, R166, R33","0","0"
"0x782ae6305b00","      FMUL R9, R132, R167","0","0"
"0x782ae6305b10","      FMNMX R10, R10, R165, !PT","0","0"
"0x782ae6305b20","      FMNMX R11, R18, R165, !PT","0","0"
"0x782ae6305b30","      FMUL R7, R134, R167","0","0"
"0x782ae6305b40","      FMUL R5, R135, R167","0","0"
"0x782ae6305b50","      FFMA R6, R14, R166, R7","0","0"
"0x782ae6305b60","      FFMA R4, R12, R166, R9","0","0"
"0x782ae6305b70","      FMNMX R9, R32, R165, !PT","0","0"
"0x782ae6305b80","      FFMA R14, R15, R166, R5","0","0"
"0x782ae6305b90","      IADD3 R12, R164, 0x28, RZ","0","0"
"0x782ae6305ba0","      FMNMX R4, R4, R165, !PT","0","0"
"0x782ae6305bb0","@P3   STG.E.128 [R30], R8","0","0"
"0x782ae6305bc0","      FMNMX R5, R16, R165, !PT","0","0"
"0x782ae6305bd0","      FMNMX R6, R6, R165, !PT","0","0"
"0x782ae6305be0","      FMNMX R7, R14, R165, !PT","0","0"
"0x782ae6305bf0","      ISETP.LT.AND P3, PT, R12, c[0x0][0x160], P1","0","0"
"0x782ae6305c00","@P2   STG.E.128 [R22.64+UR4], R4","0","0"
"0x782ae6305c10","      IADD3 R34, P2, R24, UR6, RZ","0","0"
"0x782ae6305c20","      IADD3.X R35, R25, UR7, RZ, P2, !PT","0","0"
"0x782ae6305c30","      ISETP.LT.AND P2, PT, R12, c[0x0][0x160], P0","0","0"
"0x782ae6305c40","@P3   LDG.E.LTC128B.128 R144, [R34]","0","0"
"0x782ae6305c50","      IADD3 R36, R164, 0x2a, RZ","0","0"
"0x782ae6305c60","      ISETP.LT.AND P3, PT, R36, c[0x0][0x160], P1","0","0"
"0x782ae6305c70","@P2   LDG.E.LTC128B.128 R140, [R24.64+UR8]","0","0"
"0x782ae6305c80","      IADD3 R32, P2, R26, UR6, RZ","0","0"
"0x782ae6305c90","      IADD3.X R33, R27, UR7, RZ, P2, !PT","0","0"
"0x782ae6305ca0","      ISETP.LT.AND P2, PT, R36, c[0x0][0x160], P0","0","0"
"0x782ae6305cb0","@P3   LDG.E.LTC128B.128 R136, [R32]","0","0"
"0x782ae6305cc0","@P2   LDG.E.LTC128B.128 R132, [R26.64+UR8]","0","0"
"0x782ae6305cd0","      IADD3 R20, P3, R28, c[0x0][0x238], RZ","0","0"
"0x782ae6305ce0","      ISETP.LT.AND P2, PT, R12, c[0x0][0x160], P4","0","0"
"0x782ae6305cf0","      BAR.SYNC.DEFER_BLOCKING 0x0","0","0"
"0x782ae6305d00","      IADD3.X R21, R29, c[0x0][0x23c], RZ, P3, !PT","0","0"
"0x782ae6305d10","      ISETP.LT.AND P3, PT, R12, c[0x0][0x160], P5","0","0"
"0x782ae6305d20","      STS.64 [R2.X8], R70","0","0"
"0x782ae6305d30","      STS.64 [R2.X8+0x20], R74","0","0"
"0x782ae6305d40","      STS.64 [R2.X8+0x40], R78","0","0"
"0x782ae6305d50","      STS.64 [R2.X8+0x60], R82","0","0"
"0x782ae6305d60","      STS.64 [R2.X8+0x80], R86","0","0"
"0x782ae6305d70","      STS.64 [R2.X8+0xa0], R90","0","0"
"0x782ae6305d80","      STS.64 [R2.X8+0xc0], R94","0","0"
"0x782ae6305d90","      STS.64 [R2.X8+0xe0], R98","0","0"
"0x782ae6305da0","      BAR.SYNC.DEFER_BLOCKING 0x0","0","0"
"0x782ae6305db0","      LDS.128 R8, [R3]","0","0"
"0x782ae6305dc0","      LDS.128 R4, [R3+0x100]","0","0"
"0x782ae6305dd0","      LDS.128 R16, [R3+0x440]","0","0"
"0x782ae6305de0","      FMUL R13, R144, R167","0","0"
"0x782ae6305df0","      FMUL R38, R145, R167","0","0"
"0x782ae6305e00","      FFMA R8, R8, R166, R13","0","0"
"0x782ae6305e10","      LDS.128 R12, [R3+0x540]","0","0"
"0x782ae6305e20","      FMUL R26, R147, R167","0","0"
"0x782ae6305e30","      FMUL R23, R146, R167","0","0"
"0x782ae6305e40","      FMNMX R8, R8, R165, !PT","0","0"
"0x782ae6305e50","      FFMA R38, R9, R166, R38","0","0"
"0x782ae6305e60","      FFMA R26, R11, R166, R26","0","0"
"0x782ae6305e70","      FMUL R11, R140, R167","0","0"
"0x782ae6305e80","      FMUL R24, R141, R167","0","0"
"0x782ae6305e90","      FMUL R9, R142, R167","0","0"
"0x782ae6305ea0","      FMUL R22, R143, R167","0","0"
"0x782ae6305eb0","      FFMA R10, R10, R166, R23","0","0"
"0x782ae6305ec0","      FFMA R4, R4, R166, R11","0","0"
"0x782ae6305ed0","      FMNMX R11, R26, R165, !PT","0","0"
"0x782ae6305ee0","      FFMA R24, R5, R166, R24","0","0"
"0x782ae6305ef0","      FMNMX R10, R10, R165, !PT","0","0"
"0x782ae6305f00","      FFMA R6, R6, R166, R9","0","0"
"0x782ae6305f10","      FMNMX R9, R38, R165, !PT","0","0"
"0x782ae6305f20","      FFMA R22, R7, R166, R22","0","0"
"0x782ae6305f30","      FMNMX R4, R4, R165, !PT","0","0"
"0x782ae6305f40","      FMUL R37, R136, R167","0","0"
"0x782ae6305f50","      FMNMX R5, R24, R165, !PT","0","0"
"0x782ae6305f60","@P2   STG.E.128 [R20], R8","0","0"
"0x782ae6305f70","      FMNMX R6, R6, R165, !PT","0","0"
"0x782ae6305f80","      FMUL R27, R138, R167","0","0"
"0x782ae6305f90","      FMNMX R7, R22, R165, !PT","0","0"
"0x782ae6305fa0","      FMUL R24, R137, R167","0","0"
"0x782ae6305fb0","      IADD3 R22, P2, R30, c[0x0][0x238], RZ","0","0"
"0x782ae6305fc0","      FMUL R25, R139, R167","0","0"
"0x782ae6305fd0","@P3   STG.E.128 [R28.64+UR4], R4","0","0"
"0x782ae6305fe0","      ISETP.LT.AND P3, PT, R36, c[0x0][0x160], P4","0","0"
"0x782ae6305ff0","      FFMA R26, R16, R166, R37","0","0"
"0x782ae6306000","      IADD3.X R23, R31, c[0x0][0x23c], RZ, P2, !PT","0","0"
"0x782ae6306010","      FFMA R24, R17, R166, R24","0","0"
"0x782ae6306020","      ISETP.LT.AND P2, PT, R36, c[0x0][0x160], P5","0","0"
"0x782ae6306030","      FMUL R16, R133, R167","0","0"
"0x782ae6306040","      FFMA R16, R13, R166, R16","0","0"
"0x782ae6306050","      FFMA R10, R18, R166, R27","0","0"
"0x782ae6306060","      FMNMX R8, R26, R165, !PT","0","0"
"0x782ae6306070","      FFMA R18, R19, R166, R25","0","0"
"0x782ae6306080","      FMUL R9, R132, R167","0","0"
"0x782ae6306090","      FMNMX R10, R10, R165, !PT","0","0"
"0x782ae63060a0","      FMNMX R11, R18, R165, !PT","0","0"
"0x782ae63060b0","      FMUL R7, R134, R167","0","0"
"0x782ae63060c0","      FMUL R5, R135, R167","0","0"
"0x782ae63060d0","      FFMA R6, R14, R166, R7","0","0"
"0x782ae63060e0","      FFMA R4, R12, R166, R9","0","0"
"0x782ae63060f0","      FMNMX R9, R24, R165, !PT","0","0"
"0x782ae6306100","      FFMA R14, R15, R166, R5","0","0"
"0x782ae6306110","      IADD3 R12, R164, 0x30, RZ","0","0"
"0x782ae6306120","      FMNMX R4, R4, R165, !PT","0","0"
"0x782ae6306130","@P3   STG.E.128 [R22], R8","0","0"
"0x782ae6306140","      FMNMX R5, R16, R165, !PT","0","0"
"0x782ae6306150","      FMNMX R6, R6, R165, !PT","0","0"
"0x782ae6306160","      FMNMX R7, R14, R165, !PT","0","0"
"0x782ae6306170","      ISETP.LT.AND P3, PT, R12, c[0x0][0x160], P1","0","0"
"0x782ae6306180","@P2   STG.E.128 [R30.64+UR4], R4","0","0"
"0x782ae6306190","      IADD3 R24, P2, R34, UR6, RZ","0","0"
"0x782ae63061a0","      IADD3.X R25, R35, UR7, RZ, P2, !PT","0","0"
"0x782ae63061b0","      ISETP.LT.AND P2, PT, R12, c[0x0][0x160], P0","0","0"
"0x782ae63061c0","@P3   LDG.E.LTC128B.128 R144, [R24]","0","0"
"0x782ae63061d0","@P2   LDG.E.LTC128B.128 R140, [R34.64+UR8]","0","0"
"0x782ae63061e0","      IADD3 R28, P2, R32, UR6, RZ","0","0"
"0x782ae63061f0","      IADD3.X R29, R33, UR7, RZ, P2, !PT","0","0"
"0x782ae6306200","      IADD3 R30, R164, 0x32, RZ","0","0"
"0x782ae6306210","      ISETP.LT.AND P2, PT, R30, c[0x0][0x160], P1","0","0"
"0x782ae6306220","@P2   LDG.E.LTC128B.128 R136, [R28]","0","0"
"0x782ae6306230","      ISETP.LT.AND P2, PT, R30, c[0x0][0x160], P0","0","0"
"0x782ae6306240","@P2   LDG.E.LTC128B.128 R132, [R32.64+UR8]","0","0"
"0x782ae6306250","      IADD3 R26, P3, R20, c[0x0][0x238], RZ","0","0"
"0x782ae6306260","      ISETP.LT.AND P2, PT, R12, c[0x0][0x160], P4","0","0"
"0x782ae6306270","      BAR.SYNC.DEFER_BLOCKING 0x0","0","0"
"0x782ae6306280","      IADD3.X R27, R21, c[0x0][0x23c], RZ, P3, !PT","0","0"
"0x782ae6306290","      ISETP.LT.AND P3, PT, R12, c[0x0][0x160], P5","0","0"
"0x782ae63062a0","      STS.64 [R2.X8], R128","0","0"
"0x782ae63062b0","      STS.64 [R2.X8+0x20], R124","0","0"
"0x782ae63062c0","      STS.64 [R2.X8+0x40], R120","0","0"
"0x782ae63062d0","      STS.64 [R2.X8+0x60], R116","0","0"
"0x782ae63062e0","      STS.64 [R2.X8+0x80], R112","0","0"
"0x782ae63062f0","      STS.64 [R2.X8+0xa0], R108","0","0"
"0x782ae6306300","      STS.64 [R2.X8+0xc0], R104","0","0"
"0x782ae6306310","      STS.64 [R2.X8+0xe0], R100","0","0"
"0x782ae6306320","      BAR.SYNC.DEFER_BLOCKING 0x0","0","0"
"0x782ae6306330","      LDS.128 R8, [R3]","0","0"
"0x782ae6306340","      LDS.128 R4, [R3+0x100]","0","0"
"0x782ae6306350","      LDS.128 R16, [R3+0x440]","0","0"
"0x782ae6306360","      FMUL R13, R144, R167","0","0"
"0x782ae6306370","      FMUL R38, R145, R167","0","0"
"0x782ae6306380","      FFMA R8, R8, R166, R13","0","0"
"0x782ae6306390","      LDS.128 R12, [R3+0x540]","0","0"
"0x782ae63063a0","      FMUL R36, R147, R167","0","0"
"0x782ae63063b0","      FMUL R31, R146, R167","0","0"
"0x782ae63063c0","      FMNMX R8, R8, R165, !PT","0","0"
"0x782ae63063d0","      FFMA R38, R9, R166, R38","0","0"
"0x782ae63063e0","      FFMA R36, R11, R166, R36","0","0"
"0x782ae63063f0","      FFMA R10, R10, R166, R31","0","0"
"0x782ae6306400","      FMUL R11, R140, R167","0","0"
"0x782ae6306410","      FMUL R9, R142, R167","0","0"
"0x782ae6306420","      FMNMX R10, R10, R165, !PT","0","0"
"0x782ae6306430","      FMUL R34, R141, R167","0","0"
"0x782ae6306440","      FMUL R32, R143, R167","0","0"
"0x782ae6306450","      FFMA R4, R4, R166, R11","0","0"
"0x782ae6306460","      FMNMX R11, R36, R165, !PT","0","0"
"0x782ae6306470","      FFMA R6, R6, R166, R9","0","0"
"0x782ae6306480","      FMNMX R9, R38, R165, !PT","0","0"
"0x782ae6306490","      FFMA R34, R5, R166, R34","0","0"
"0x782ae63064a0","      FMNMX R4, R4, R165, !PT","0","0"
"0x782ae63064b0","      FFMA R32, R7, R166, R32","0","0"
"0x782ae63064c0","      FMNMX R6, R6, R165, !PT","0","0"
"0x782ae63064d0","@P2   STG.E.128 [R26], R8","0","0"
"0x782ae63064e0","      FMNMX R5, R34, R165, !PT","0","0"
"0x782ae63064f0","      FMNMX R7, R32, R165, !PT","0","0"
"0x782ae6306500","      IADD3 R32, P2, R22, c[0x0][0x238], RZ","0","0"
"0x782ae6306510","      FMUL R35, R138, R167","0","0"
"0x782ae6306520","@P3   STG.E.128 [R20.64+UR4], R4","0","0"
"0x782ae6306530","      IADD3.X R33, R23, c[0x0][0x23c], RZ, P2, !PT","0","0"
"0x782ae6306540","      FMUL R37, R136, R167","0","0"
"0x782ae6306550","      ISETP.LT.AND P3, PT, R30, c[0x0][0x160], P4","0","0"
"0x782ae6306560","      FMUL R31, R139, R167","0","0"
"0x782ae6306570","      ISETP.LT.AND P2, PT, R30, c[0x0][0x160], P5","0","0"
"0x782ae6306580","      FMUL R30, R137, R167","0","0"
"0x782ae6306590","      FFMA R34, R16, R166, R37","0","0"
"0x782ae63065a0","      IADD3 R16, R164, 0x38, RZ","0","0"
"0x782ae63065b0","      FFMA R30, R17, R166, R30","0","0"
"0x782ae63065c0","      IADD3 R164, R164, 0x3a, RZ","0","0"
"0x782ae63065d0","      FFMA R10, R18, R166, R35","0","0"
"0x782ae63065e0","      FMNMX R8, R34, R165, !PT","0","0"
"0x782ae63065f0","      FMUL R9, R132, R167","0","0"
"0x782ae6306600","      FMUL R18, R133, R167","0","0"
"0x782ae6306610","      FMNMX R10, R10, R165, !PT","0","0"
"0x782ae6306620","      FMUL R7, R134, R167","0","0"
"0x782ae6306630","      FMUL R5, R135, R167","0","0"
"0x782ae6306640","      FFMA R20, R19, R166, R31","0","0"
"0x782ae6306650","      FFMA R4, R12, R166, R9","0","0"
"0x782ae6306660","      FMNMX R9, R30, R165, !PT","0","0"
"0x782ae6306670","      FFMA R18, R13, R166, R18","0","0"
"0x782ae6306680","      FMNMX R11, R20, R165, !PT","0","0"
"0x782ae6306690","      FFMA R6, R14, R166, R7","0","0"
"0x782ae63066a0","      FMNMX R4, R4, R165, !PT","0","0"
"0x782ae63066b0","      FFMA R12, R15, R166, R5","0","0"
"0x782ae63066c0","      FMNMX R5, R18, R165, !PT","0","0"
"0x782ae63066d0","@P3   STG.E.128 [R32], R8","0","0"
"0x782ae63066e0","      FMNMX R6, R6, R165, !PT","0","0"
"0x782ae63066f0","      FMNMX R7, R12, R165, !PT","0","0"
"0x782ae6306700","      ISETP.LT.AND P3, PT, R16, c[0x0][0x160], P1","0","0"
"0x782ae6306710","      ISETP.LT.AND P1, PT, R164, c[0x0][0x160], P1","0","0"
"0x782ae6306720","@P2   STG.E.128 [R22.64+UR4], R4","0","0"
"0x782ae6306730","      ISETP.LT.AND P2, PT, R16, c[0x0][0x160], P0","0","0"
"0x782ae6306740","      ISETP.LT.AND P0, PT, R164, c[0x0][0x160], P0","0","0"
"0x782ae6306750","@P3   LDG.E.LTC128B.128 R144, [R24.64+UR6]","0","0"
"0x782ae6306760","@P2   LDG.E.LTC128B.128 R140, [R24.64+UR8]","0","0"
"0x782ae6306770","@P1   LDG.E.LTC128B.128 R136, [R28.64+UR6]","0","0"
"0x782ae6306780","@P0   LDG.E.LTC128B.128 R132, [R28.64+UR8]","0","0"
"0x782ae6306790","      ISETP.LT.AND P1, PT, R16, c[0x0][0x160], P4","0","0"
"0x782ae63067a0","      ULDC.64 UR6, c[0x0][0x238]","0","0"
"0x782ae63067b0","      ISETP.LT.AND P0, PT, R16, c[0x0][0x160], P5","0","0"
"0x782ae63067c0","      BAR.SYNC.DEFER_BLOCKING 0x0","0","0"
"0x782ae63067d0","      ISETP.LT.AND P4, PT, R164, c[0x0][0x160], P4","0","0"
"0x782ae63067e0","      ISETP.LT.AND P5, PT, R164, c[0x0][0x160], P5","0","0"
"0x782ae63067f0","      STS.64 [R2.X8], R130","0","0"
"0x782ae6306800","      STS.64 [R2.X8+0x20], R126","0","0"
"0x782ae6306810","      STS.64 [R2.X8+0x40], R122","0","0"
"0x782ae6306820","      STS.64 [R2.X8+0x60], R118","0","0"
"0x782ae6306830","      STS.64 [R2.X8+0x80], R114","0","0"
"0x782ae6306840","      STS.64 [R2.X8+0xa0], R110","0","0"
"0x782ae6306850","      STS.64 [R2.X8+0xc0], R106","0","0"
"0x782ae6306860","      STS.64 [R2.X8+0xe0], R102","0","0"
"0x782ae6306870","      BAR.SYNC.DEFER_BLOCKING 0x0","0","0"
"0x782ae6306880","      LDS.128 R12, [R3]","0","0"
"0x782ae6306890","      LDS.128 R8, [R3+0x100]","0","0"
"0x782ae63068a0","      LDS.128 R4, [R3+0x440]","0","0"
"0x782ae63068b0","      LDS.128 R16, [R3+0x540]","0","0"
"0x782ae63068c0","      FMUL R21, R144, R167","0","0"
"0x782ae63068d0","      FMUL R145, R145, R167","0","0"
"0x782ae63068e0","      FMUL R23, R146, R167","0","0"
"0x782ae63068f0","      FMUL R147, R147, R167","0","0"
"0x782ae6306900","      FMUL R25, R140, R167","0","0"
"0x782ae6306910","      FMUL R141, R141, R167","0","0"
"0x782ae6306920","      FMUL R29, R142, R167","0","0"
"0x782ae6306930","      FMUL R143, R143, R167","0","0"
"0x782ae6306940","      FMUL R31, R136, R167","0","0"
